LAYOUTID,PAYOR,PAYORID,DATATYPE,PUCHCHARFLAG,OPTIONALLY,SKIPROW,TRAILERSKIP,ENTRYDATE,USERLOG,SHORTPAYOR,ACTIVEFLAG,DATEUPDATED,MANUALFLAG,CTLTYPE,LAYOUT_STATUS,VERIFIED,CHARACTERSET,MANUALOVERRIDEREASON,ICD10FLAG,APPROVECOLUMN,DP_CHECKS_INFO,DATADICTIONARYUPLOADED,UPDATEDBY
2343,OPTUM,P2425,OTHER,N,Y,1,0,25.05.2015 07:54:06,Bishestha Rimal,OPTM,Y,20.11.2015 00:47:22,N,,FINALIZED,Y,US7ASCII,,,,,,
2346,OPTUM,P2425,OTHER,N,Y,1,0,25.05.2015 08:13:53,Bishestha Rimal,OPTM,Y,20.11.2015 00:48:25,N,,FINALIZED,Y,US7ASCII,,,,,,
2348,AETNA,P0010,OTHER,N,N,0,0,25.05.2015 10:24:23,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2350,AETNA,P0010,CLAIMS,N,N,0,0,25.05.2015 11:04:08,Adesh Shrestha,ATNA,N,,N,,FINALIZED,N,US7ASCII,,,,,,
2351,AETNA,P0010,ELIGIBILITIES,N,N,1,0,25.05.2015 11:08:45,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2352,AETNA,P0010,ELIGIBILITIES,N,N,1,0,25.05.2015 11:15:01,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2353,AETNA,P0010,ELIGIBILITIES,N,N,0,0,25.05.2015 11:19:44,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2354,AETNA,P0010,ELIGIBILITIES,N,N,0,0,25.05.2015 11:43:03,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2355,AETNA,P0010,RXCLAIMS,N,N,0,0,25.05.2015 11:52:57,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2356,AETNA,P0010,RXCLAIMS,N,N,0,0,25.05.2015 12:06:01,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2357,AETNA,P0010,CLAIMS,N,N,0,0,25.05.2015 12:45:33,Adesh Shrestha,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2358,ALLEGIANCE HEALTH,P0040,CLAIMS,N,N,1,1,25.05.2015 12:51:20,Adesh Shrestha,ALEH,Y,04.11.2015 06:32:46,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2359,ALLIED BENEFIT,P2700,CLAIMS,Y,N,0,0,25.05.2015 12:55:50,Adesh Shrestha,ALLB,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2083,BCBS NC,P0360,CROSSWALK,N,N,1,0,24.03.2015 02:32:14,Deependra Prasad Bhatt,BCNC,Y,,N,,WORKING,N,US7ASCII,,,,,,
2086,UNKNOWN,P0000,CLAIMS,N,N,1,0,24.03.2015 04:22:24,Bipika Amatya,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2096,CHILDRENS COMMUNITY HEALTH PLAN(CCHP),P2785,OTHER,N,N,1,0,24.03.2015 06:59:28,Ayam Pokhrel,CCHP,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2088,UNKNOWN,P0000,RXCLAIMS,N,N,1,0,24.03.2015 04:37:43,Bipika Amatya,UNKN,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2089,COMMON DATA FORMAT,P4467,RXCLAIMS,Y,N,0,0,24.03.2015 04:59:44,Kripa Karmacharya,CDF,Y,,N,,WORKING,N,US7ASCII,,,,,,
2105,BUSINESS ADMINISTRATORS CORP,P2880,CLAIMS,N,N,0,0,25.03.2015 04:42:30,Adesh Shrestha,BAC,Y,,N,,FINALIZED,N,US7ASCII,,Y,,,,
2097,MOBILE HEALTH,P4466,HRA,N,N,1,0,24.03.2015 07:11:43,Pritam Shrestha,MHC,N,,N,,WORKING,N,US7ASCII,,,,,,
2099,BCBS AL,P0180,CLAIMS,N,N,0,0,24.03.2015 08:20:01,Aashish Adhikari,BCAL,Y,,N,,FINALIZED,N,US7ASCII,,Y,,,,
2144,BCBS MO,P0340,CLAIMS,N,N,0,0,27.03.2015 07:45:20,Anuj Khadgi,BCMO,Y,,N,,WORKING,N,US7ASCII,,N,,,,
2145,NGSRX,P2655,RXCLAIMS,N,N,0,0,27.03.2015 12:24:38,Aashish Adhikari,NGSR,Y,,N,,WORKING,N,US7ASCII,,,,,,
2146,MERCER,P2820,ELIGIBILITIES,N,N,0,0,30.03.2015 01:08:02,Anand Godar,MRCR,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2147,IBC,P0720,HRA,Y,N,0,0,30.03.2015 01:23:16,Rajendra Lamichhane,IBC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2150,ANTHEM,P2320,CLAIMS,N,Y,1,0,30.03.2015 05:11:10,Anand Godar,ANTM,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2152,BCBS MO,P0340,ELIGIBILITIES,N,N,0,0,30.03.2015 06:53:43,Adesh Shrestha,BCMO,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2153,NGS AMERICAN,P0860,CROSSWALK,N,N,1,0,30.03.2015 08:47:25,Aashish Adhikari,NGSA,Y,,N,,WORKING,N,US7ASCII,,,,,,
2190,MEDBEN,P0805,CLAIMS,Y,N,0,0,02.04.2015 01:55:25,Anand Godar,MBEN,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
2196,AETNA,P0010,CLAIMS,N,N,0,0,03.04.2015 01:08:36,Dinesh Khadka,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
2205,BCBS FL,P0250,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Bina Prajapati,BCFL,N,,N,,WORKING,,US7ASCII,,,,,,
2222,DEANHEALTH,P2255,CONTROL TOTAL,N,N,1,,01.12.2015 00:00:01,Bina Prajapati,DHLT,Y,,N,,FINALIZED,,US7ASCII,,,,,,
2227,OPTUM,P2425,RXCLAIMS,Y,N,0,0,09.04.2015 09:44:44,Prasanna Bajracharya,OPTM,Y,,N,,FINALIZED,Y,US7ASCII,,,,,,
2229,CIGNA HEALTHCARE,P0520,ELIGIBILITIES,N,N,0,0,13.04.2015 00:01:54,Nirmal Maharjan,CGNA,N,,N,,WORKING,N,US7ASCII,,,,,,
2236,NETWORK HEALTH PLAN,P4452,ELIGIBILITIES,N,N,1,0,14.04.2015 01:48:32,Anuj Khadgi,NHP,Y,22.04.2015 06:42:32,N,,FINALIZED,Y,US7ASCII,,,,,,
2240,ACTIVATE HEALTH,P4469,CLAIMS,N,N,1,0,15.04.2015 06:48:11,Nawa Awasthi,ACHL,Y,22.06.2015 05:58:28,N,,FINALIZED,Y,US7ASCII,,N,,,,
2241,BS CA,P0490,ELIGIBILITIES,N,N,0,0,15.04.2015 07:00:38,Prabesh Shrestha,BSCA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2253,PINNACLE,P2180,RXCLAIMS,N,N,0,0,19.04.2015 05:47:27,Randhir Singh,PNCL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2256,EBPA TPA,P2365,PROVIDER,N,N,1,0,19.04.2015 07:18:02,Gyan K G M,ETPA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2266,SMITHFIELD,P4475,ELIGIBILITIES,N,Y,1,0,22.04.2015 06:57:24,Prabesh Shrestha,SFLD,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2300,AETNA,P0010,ELIGIBILITIES,N,Y,1,0,08.05.2015 00:46:22,Paurakh Thapa,ATNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2304,ALLEGIANCE HEALTH,P0040,CLAIMS,N,N,0,0,08.05.2015 05:13:38,Sameer Tuladhar,ALEH,Y,,N,,FINALIZED,Y,US7ASCII,,N,,,,
2360,ANTHEM SOUTH EAST,P0150,CLAIMS,N,N,0,0,25.05.2015 13:09:55,Adesh Shrestha,ATSE,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2361,ANTHEM SOUTH EAST,P0150,ELIGIBILITIES,N,N,0,0,25.05.2015 13:21:55,Adesh Shrestha,ATSE,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2362,ANTHEM SOUTH EAST,P0150,RXCLAIMS,N,N,0,0,25.05.2015 13:28:39,Adesh Shrestha,ATSE,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2363,ANTHEM NE,P0130,CLAIMS,N,Y,1,0,25.05.2015 13:33:02,Adesh Shrestha,ATNE,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2364,ANTHEM NE,P0130,ELIGIBILITIES,N,Y,1,0,25.05.2015 13:38:49,Adesh Shrestha,ATNE,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2365,AVMED HEALTH PLAN,P2325,CLAIMS,N,N,0,0,25.05.2015 14:15:08,Adesh Shrestha,AVHP,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2366,AVMED HEALTH PLAN,P2325,ELIGIBILITIES,N,N,0,0,25.05.2015 14:20:33,Adesh Shrestha,AVHP,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2368,BCBS IL,P0280,DISEASE MANAGEMENT,N,N,1,0,26.05.2015 02:29:35,Adesh Shrestha,BCIL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2369,BCBS IL,P0280,PROGRAM MANAGEMENT,N,Y,1,0,26.05.2015 02:35:26,Adesh Shrestha,BCIL,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2084,PROVIEW,P4050,RXCLAIMS,N,N,0,0,24.03.2015 03:50:14,Pritam Shrestha,PRVW,Y,,N,,WORKING,N,US7ASCII,,,,,,
2093,UNKNOWN,P0000,BIOMETRICS,N,N,1,0,24.03.2015 06:09:01,Bipika Amatya,UNKN,N,,N,,WORKING,N,US7ASCII,,,,,,
2094,UNKNOWN,P0000,CROSSWALK,N,N,0,0,24.03.2015 06:16:10,Bipika Amatya,UNKN,Y,,N,,WORKING,N,US7ASCII,,,,,,
2192,HEALTH STAT,P4340,CLAIMS,N,Y,2,0,02.04.2015 05:02:04,Rinu Maharjan,HLST,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
2119,CIGNA HEALTHCARE,P0520,DISABILITY,N,N,0,0,26.03.2015 00:45:31,Anand Godar,CGNA,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2137,ECAMS_PS,P2650,ELIGIBILITIES,N,N,0,0,27.03.2015 04:10:12,Puspa Bista,ECMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2141,SEDGWICK,P3050,DISABILITY,N,N,0,0,27.03.2015 06:35:54,Anup Basnet,SDWK,Y,09.04.2015 09:04:36,N,,WORKING,N,US7ASCII,,,,,,
2142,EXPRESS SCRIPT (ESI),P1070,RXCLAIMS,Y,N,0,0,27.03.2015 06:40:26,Aashish Adhikari,ESI,Y,27.03.2015 07:26:58,N,,FINALIZED,N,US7ASCII,,,,,,
2143,BCBS KC,P0290,PROVIDER,N,Y,0,0,27.03.2015 07:15:56,Adesh Shrestha,BCKC,Y,27.03.2015 07:33:51,N,,FINALIZED,N,US7ASCII,,,,,,
2148,UNITED MEDICAL RESOURCES (UMR),P0980,ELIGIBILITIES,N,Y,1,0,30.03.2015 01:44:03,Anand Godar,UMR,Y,09.09.2015 06:08:32,N,,WORKING,N,US7ASCII,,,,,,
2154,BCBS AL,P0180,RXCLAIMS,N,N,0,0,30.03.2015 09:26:04,Rinu Maharjan,BCAL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2155,MASS HEALTH/PCPR,P4451,ELIGIBILITIES,N,Y,1,0,31.03.2015 00:51:09,Nawa Awasthi,MHLT,Y,31.03.2015 01:05:12,N,,FINALIZED,Y,US7ASCII,,,,,,
2164,MEDCO,P1060,RXCLAIMS,Y,N,0,0,31.03.2015 05:02:21,Neeraj Manandhar,MDCO,Y,06.04.2015 00:21:31,N,,FINALIZED,N,US7ASCII,,,,,,
2180,AETNA,P0010,ELIGIBILITIES,N,N,0,0,01.04.2015 02:03:23,Nawa Awasthi,ATNA,Y,01.04.2015 02:19:57,N,,FINALIZED,Y,US7ASCII,,,,,,
2181,MEDCO,P1060,RXCLAIMS,Y,N,0,0,01.04.2015 02:04:29,Pritam Shrestha,MDCO,Y,27.08.2015 06:27:48,N,,FINALIZED,N,US7ASCII,,,,,,
2261,UNKNOWN,P0000,CLAIMS,N,N,0,0,21.04.2015 05:25:43,Adesh Shrestha,UNKN,Y,,N,,WORKING,N,US7ASCII,,,,,,
2262,SCOTTWH (SCOTT WHITE),P2040,CLAIMS,N,N,1,0,21.04.2015 07:12:57,Nawa Awasthi,STWH,Y,08.05.2015 00:15:56,N,,FINALIZED,Y,US7ASCII,,,,,,
2211,HEALTH FITNESS,P4435,HRA,N,N,1,0,07.04.2015 04:31:27,Nawa Awasthi,HFIT,Y,,N,,FINALIZED,Y,US7ASCII,,,,,,
2274,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CLAIMS,N,N,1,0,24.04.2015 02:58:34,Rinu Maharjan,CMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2217,APEX_SUMMACARE,P2575,RXCLAIMS,N,Y,1,0,07.04.2015 06:57:12,Nirmal Maharjan,APSC,Y,25.05.2015 03:55:38,N,,FINALIZED,Y,US7ASCII,,,,,,
2275,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CLAIMS,N,N,1,0,24.04.2015 03:07:11,Rinu Maharjan,CMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2276,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CLAIMS,N,N,1,0,24.04.2015 03:22:05,Rinu Maharjan,CMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2281,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CROSSWALK,N,N,1,0,24.04.2015 04:34:06,Rinu Maharjan,CMS,Y,,N,,WORKING,N,US7ASCII,,,,,,
2282,CENTERS FOR MEDICARE & MEDICAID SERVICES (CMS),P2215,CROSSWALK,N,N,0,0,24.04.2015 04:52:36,Rinu Maharjan,CMS,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2308,GEISINGER,P3095,CLAIMS,N,N,1,0,11.05.2015 02:30:49,Neeraj Manandhar,GSNR,Y,31.12.2015 01:19:57,N,,FINALIZED,Y,US7ASCII,,Y,,,,
2288,PHARMACARE (PCARE),P1120,RXCLAIMS,N,N,1,0,05.05.2015 05:12:10,Anil Dongol,PCRE,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2294,MEDICAL MUTUAL OF OHIO,P0840,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Kripesh Shiwakoti,MMOH,Y,06.05.2015 05:46:52,N,,FINALIZED,,US7ASCII,,,,,,
2295,ANTHEM,P2320,CLAIMS,N,N,0,0,06.05.2015 07:31:55,Anil Dongol,ANTM,Y,,N,,WORKING,N,US7ASCII,,,,,,
2296,ANTHEM,P2320,RXCLAIMS,N,N,0,0,06.05.2015 07:50:07,Anil Dongol,ANTM,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2309,HORIZON BLUE CROSS BLUE SHIELD OF NEW JERSEY,P4462,ELIGIBILITIES,N,Y,1,0,11.05.2015 02:51:21,Rohit Pokhrel,HBNJ,Y,14.06.2016 07:49:48,N,,FINALIZED,N,US7ASCII,,,,,,Diya Rimal
2315,AETNA,P0010,ELIGIBILITIES,N,Y,1,0,11.05.2015 11:44:24,Prasanna Bajracharya,ATNA,N,,N,,WORKING,N,US7ASCII,,,,,,
2327,HUMANA,P0710,ELIGIBILITIES,N,Y,1,0,21.05.2015 00:50:47,Shashwat Sapkota,HMNA,Y,28.07.2015 07:52:35,N,,FINALIZED,Y,US7ASCII,,,,,,
2334,VERISK,P2940,ELIGIBILITIES,N,N,1,4,22.05.2015 00:36:51,Ujen Bajracharya,VRSK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2333,VERISK,P2940,RXCLAIMS,N,N,1,0,22.05.2015 00:32:18,Ujen Bajracharya,VRSK,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2344,OPTUM,P2425,CONTROL TOTAL,N,Y,1,0,25.05.2015 07:57:06,Bishestha Rimal,OPTM,Y,29.05.2015 07:54:09,N,,WORKING,N,US7ASCII,,,,,,
2370,BCBS TX,P0450,CLAIMS,N,N,0,0,26.05.2015 02:47:23,Adesh Shrestha,BCTX,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2371,BCBS AL,P0180,ELIGIBILITIES,N,N,1,0,26.05.2015 02:50:49,Adesh Shrestha,BCAL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2372,BCBS AL,P0180,RXCLAIMS,N,N,0,0,26.05.2015 02:59:43,Adesh Shrestha,BCAL,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2384,BCBS MT,P0350,CLAIMS,N,N,0,0,26.05.2015 06:44:31,Adesh Shrestha,BCMT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2385,BCBS MT,P0350,ELIGIBILITIES,N,N,0,0,26.05.2015 06:48:39,Adesh Shrestha,BCMT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2476,IBC,P0720,CONTROL TOTAL,N,N,1,,01.12.2015 00:00:01,Dinesh Khadka,IBC,Y,03.06.2015 00:17:50,N,,FINALIZED,,US7ASCII,,,,,,
2477,BCBS SC,P0430,CONTROL TOTAL,N,N,5,,01.12.2015 00:00:01,Dinesh Khadka,BCSC,Y,03.06.2015 00:04:46,N,,FINALIZED,,US7ASCII,,,,,,
2480,NETWORK HEALTH PLAN,P4452,CLAIMS,N,N,0,0,28.05.2015 04:08:18,Bishestha Rimal,NHP,Y,20.07.2015 04:33:37,N,,FINALIZED,Y,US7ASCII,,N,,,,
2530,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 21:50:20,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2528,HEALTH FITNESS,P4435,BIOMETRICS,N,N,1,0,31.05.2015 21:39:29,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2529,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 21:42:20,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2531,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 21:52:53,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2532,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 21:55:23,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2533,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 21:57:57,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2534,HEALTH FITNESS,P4435,HRA,N,N,1,0,31.05.2015 22:00:53,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2535,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 22:08:37,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2536,HEALTH FITNESS,P4435,OTHER,N,N,2,0,31.05.2015 22:11:26,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2537,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 22:14:11,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2538,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 22:16:06,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2539,HEALTH FITNESS,P4435,OTHER,N,N,1,0,31.05.2015 22:18:50,Adesh Shrestha,HFIT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2552,BCBSM,P4487,CLAIMS,N,N,0,0,02.06.2015 04:38:33,Adesh Shrestha,BCBM,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2565,MEDICA,P0820,RXCLAIMS,N,N,1,0,03.06.2015 12:53:35,Adesh Shrestha,MDCA,Y,17.06.2015 08:43:14,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2566,MEDICA,P0820,ELIGIBILITIES,N,N,1,0,03.06.2015 13:00:14,Adesh Shrestha,MDCA,Y,17.06.2015 08:46:04,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2567,MEDICA,P0820,CLAIMS,N,N,1,0,03.06.2015 13:05:15,Adesh Shrestha,MDCA,Y,17.06.2015 07:58:42,N,,FINALIZED,N,US7ASCII,,Y,,USER_SET_FLMS,,
2577,NETWORK HEALTH PLAN,P4452,RXCLAIMS,N,N,0,0,04.06.2015 05:43:27,Sameer Tuladhar,NHP,Y,,N,,FINALIZED,Y,US7ASCII,,,,,,
2574,NETWORK HEALTH PLAN,P4452,ELIGIBILITIES,N,N,0,0,04.06.2015 04:03:49,Sameer Tuladhar,NHP,Y,04.06.2015 07:47:20,N,,FINALIZED,Y,US7ASCII,,,,,,
2575,TRUSTMARK,P2580,BIOMETRICS,N,Y,0,0,04.06.2015 04:10:57,Gita Pant,TRMK,Y,04.06.2015 04:18:03,N,,WORKING,N,US7ASCII,,,,,,
2578,TRUSTMARK,P2580,ELIGIBILITIES,N,Y,0,0,04.06.2015 06:52:54,Gita Pant,TRMK,Y,04.06.2015 07:27:23,N,,WORKING,N,US7ASCII,,,,,,
2579,MTC,P4010,ELIGIBILITIES,N,N,0,0,04.06.2015 07:13:19,Samantha Sah,MTC,Y,30.07.2015 00:52:54,N,,FINALIZED,N,US7ASCII,,,,,,
2580,PREMERA BLUE CROSS,P0910,CLAIMS,N,N,1,0,04.06.2015 07:52:58,Abhishek Shrestha,PRBC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2730,TRUVEN,P4356,RXCLAIMS,N,Y,0,0,30.06.2015 01:25:06,Sagar Chakradhar,TRUV,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2583,FIRST CAROLINA CARE,P4497,ELIGIBILITIES,N,N,1,0,05.06.2015 00:33:25,Kripesh Shiwakoti,FICC,Y,22.07.2015 05:21:52,N,,FINALIZED,Y,US7ASCII,,,,,,
2584,FIRST CAROLINA CARE,P4497,CLAIMS,N,N,1,0,05.06.2015 01:15:40,Kripesh Shiwakoti,FICC,Y,22.07.2015 06:04:53,N,,FINALIZED,Y,US7ASCII,,,,,,
2586,UNITED HEALTH CARE (UHC),P0970,CLAIMS,N,Y,5,1,05.06.2015 04:48:20,Bina Prajapati,UHC,Y,05.06.2015 05:12:54,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2602,WEBTPA,P1010,LAB,N,Y,1,0,08.06.2015 08:37:51,Sameer Tuladhar,WTPA,Y,,N,,FINALIZED,Y,US7ASCII,,,,,,
2594,XEROX,P4490,ELIGIBILITIES,N,N,0,1,08.06.2015 04:06:04,Ram Limbu,XERX,Y,17.06.2015 13:39:29,N,,FINALIZED,N,US7ASCII,,,,,,
2595,BCI,P2345,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Dinesh Khadka,BCI,Y,,N,,FINALIZED,,US7ASCII,,,,,,
2596,BROADSPIRE,P4415,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Dinesh Khadka,BRSP,N,,N,,FINALIZED,,US7ASCII,,,,,,
2773,IBC,P0720,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Paurakh Thapa,IBC,Y,06.07.2015 06:59:09,N,,FINALIZED,,US7ASCII,,,,,,
2668,IBX,P0730,ELIGIBILITIES,N,N,0,0,19.06.2015 07:31:38,Nawa Awasthi,IBX,Y,19.06.2015 07:37:37,N,,FINALIZED,Y,US7ASCII,,,,,,
2757,PREFONE,P2505,ELIGIBILITIES,N,N,0,0,02.07.2015 01:33:35,Prabesh Shrestha,PREF,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2707,UNITED MEDICAL RESOURCES (UMR),P0980,CONTROL TOTAL,N,N,6,,01.12.2015 00:00:01,Biplab Pokhrel,UMR,Y,08.12.2015 03:07:11,N,,FINALIZED,,US7ASCII,,,,,,
2732,NAVITUS,P2285,RXCLAIMS,N,N,1,0,30.06.2015 03:16:27,Milan Maharjan,NTUS,Y,02.07.2015 03:33:49,N,,FINALIZED,Y,US7ASCII,,,,,,
2733,PRAIRIE STATES,P4507,ELIGIBILITIES,N,N,1,0,30.06.2015 03:32:36,Milan Maharjan,PRST,Y,02.07.2015 01:01:58,N,,FINALIZED,Y,US7ASCII,,,,,,
2760,LOYOLA MEDICAID ACE,P4463,PROVIDER,N,Y,1,0,02.07.2015 03:58:11,Sameer Tuladhar,MEDI,Y,02.07.2015 08:30:50,N,,FINALIZED,Y,US7ASCII,,,,,,
2784,MVP,P2540,ELIGIBILITIES,N,N,1,0,08.07.2015 01:01:27,Rinu Maharjan,MVP,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2788,WYOMING HEALTH SOLUTIONS,P2965,CLAIMS,N,N,1,0,08.07.2015 03:34:03,Prabesh Shrestha,WHSO,Y,,N,,FINALIZED,N,US7ASCII,,N,,,,
2475,VIVA HEALTH,P0990,ELIGIBILITIES,N,N,1,0,27.05.2015 08:21:20,Rajesh Maharjan,VHLT,Y,12.06.2015 07:37:00,N,,FINALIZED,N,US7ASCII,,,,,,
2481,CIGNA HEALTHCARE,P0520,CONTROL TOTAL,N,N,0,,01.12.2015 00:00:01,Dinesh Khadka,CGNA,Y,02.06.2015 23:45:02,N,,FINALIZED,,US7ASCII,,,,,,
2485,HEALTH CHOICE,P2380,CLAIMS,N,N,0,0,28.05.2015 06:34:14,Adesh Shrestha,HCHS,Y,,N,,FINALIZED,N,US7ASCII,,N,,USER_SET_FLMS,,
2486,HFC,P4489,BIOMETRICS,N,N,1,0,28.05.2015 06:38:08,Adesh Shrestha,HFC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2487,HFC,P4489,HRA,N,N,1,0,28.05.2015 06:39:51,Adesh Shrestha,HFC,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2488,HFC,P4489,HRA,N,N,1,0,28.05.2015 06:41:55,Adesh Shrestha,HFC,Y,,N,,FINALIZED,N,US7ASCII,,,,,,
2489,JARDEN,P4488,ELIGIBILITIES,N,N,0,0,28.05.2015 06:45:28,Adesh Shrestha,JARD,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2490,JARDEN,P4488,ELIGIBILITIES,N,N,0,0,28.05.2015 06:47:11,Adesh Shrestha,JARD,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
2491,NEXTERA,P4485,BIOMETRICS,N,N,1,0,28.05.2015 06:51:01,Adesh Shrestha,NEXT,Y,,N,,FINALIZED,N,US7ASCII,,,,USER_SET_FLMS,,
